@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'A program may also arrange to\nbe notified some time after the collector has determined that the reachability\nof a given object has changed.\n\n\n',directive
'<h2>Package Specification</h2>\n\nA <em>reference object</em> encapsulates a reference to some other object so\nthat the reference itself may be examined and manipulated like any other\nobject.  ',directive
'Three types of reference objects are provided, each weaker than the\nlast: <em>soft</em>, <em>weak</em>, and <em>phantom</em>.  ',non-directive
'Each type\ncorresponds to a different level of reachability, as defined below.  ',non-directive
'Soft\nreferences are for implementing memory-sensitive caches, weak references are\nfor implementing canonicalizing mappings that do not prevent their keys (or\nvalues) from being reclaimed, and phantom references are for scheduling\npre-mortem cleanup actions in a more flexible way than is possible with the\nJava finalization mechanism.\n\n',non-directive
'<p> Each reference-object type is implemented by a subclass of the abstract\nbase <code>{',directive
'@link java.lang.ref.Reference}</code> class.  ',non-directive
'An instance of one of\nthese subclasses encapsulates a single reference to a particular object, called\nthe <em>referent</em>.  ',directive
'Every reference object provides methods for getting and\nclearing the reference.  ',non-directive
'Aside from the clearing operation reference objects\nare otherwise immutable, so no <code>set</code> operation is provided.  ',non-directive
'A\nprogram may further subclass these subclasses, adding whatever fields and\nmethods are required for its purposes, or it may use these subclasses without\nchange.\n\n\n',directive
'<h3>Notification</h3>\n\nA program may request to be notified of changes in an object\'s reachability by\n<em>registering</em> an appropriate reference object with a <em>reference\nqueue</em> at the time the reference object is created.  ',directive
'Some time after the\ngarbage collector determines that the reachability of the referent has changed\nto the value corresponding to the type of the reference, it will add the\nreference to the associated queue.  ',directive
'At this point, the reference is considered\nto be <em>enqueued</em>.  ',non-directive
'The program may remove references from a queue either\nby polling or by blocking until a reference becomes available.  ',directive
'Reference\nqueues are implemented by the <code>{',non-directive
'@link java.lang.ref.ReferenceQueue}</code>\nclass.\n\n',non-directive
'<p> The relationship between a registered reference object and its queue is\none-sided.  ',directive
'That is, a queue does not keep track of the references that are\nregistered with it.  ',non-directive
'If a registered reference becomes unreachable itself, then\nit will never be enqueued.  ',directive
'It is the responsibility of the program using\nreference objects to ensure that the objects remain reachable for as long as\nthe program is interested in their referents.\n\n',non-directive
'<p> While some programs will choose to dedicate a thread to removing reference\nobjects from one or more queues and processing them, this is by no means\nnecessary.  ',directive
'A tactic that often works well is to examine a reference queue in\nthe course of performing some other fairly-frequent action.  ',non-directive
'For example, a\nhashtable that uses weak references to implement weak keys could poll its\nreference queue each time the table is accessed.  ',non-directive
'This is how the <code>{',non-directive
'@link\njava.util.WeakHashMap}</code> class works.  ',non-directive
'Because the <code>{',non-directive
'@link\njava.lang.ref.ReferenceQueue#poll ReferenceQueue.poll}</code> method simply\nchecks an internal data structure, this check will add little overhead to the\nhashtable access methods.\n\n\n',non-directive
'<h3>Automatically-cleared references</h3>\n\nSoft and weak references are automatically cleared by the collector before\nbeing added to the queues with which they are registered, if any.  ',directive
'Therefore\nsoft and weak references need not be registered with a queue in order to be\nuseful, while phantom references do.  ',non-directive
'An object that is reachable via phantom\nreferences will remain so until all such references are cleared or themselves\nbecome unreachable.\n\n\n',non-directive
'<a name=\"reachability\"></a>\n<h3>Reachability</h3>\n\nGoing from strongest to weakest, the different levels of reachability reflect\nthe life cycle of an object.  ',directive
'They are operationally defined as follows:\n\n<ul>\n\n',non-directive
'<li> An object is <em>strongly reachable</em> if it can be reached by some\nthread without traversing any reference objects.  ',directive
'A newly-created object is\nstrongly reachable by the thread that created it.\n\n',directive
'<li> An object is <em>softly reachable</em> if it is not strongly reachable but\ncan be reached by traversing a soft reference.\n\n',directive
'<li> An object is <em>weakly reachable</em> if it is neither strongly nor\nsoftly reachable but can be reached by traversing a weak reference.  ',directive
'When the\nweak references to a weakly-reachable object are cleared, the object becomes\neligible for finalization.\n\n',non-directive
'<li> An object is <em>phantom reachable</em> if it is neither strongly, softly,\nnor weakly reachable, it has been finalized, and some phantom reference refers\nto it.\n\n',directive
'<li> Finally, an object is <em>unreachable</em>, and therefore eligible for\nreclamation, when it is not reachable in any of the above ways.\n\n',non-directive
'</ul>\n\n\n',non-directive
'@version  1.11, 04/02/10\n',non-directive
'@author\t  Mark Reinhold\n',non-directive
'@since\t  1.2\n\n<!--\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n',non-directive
'\n\nProvides library support for the Java programming language annotation facility.\n\n@version  1.2, 04/02/10\n@author\t  Josh Bloch\n@since\t  1.5\n\n',non-directive
'\n\nProvides library support for the Java programming language annotation facility.\n\n',non-directive
'@version  1.2, 04/02/10\n',non-directive
'@author\t  Josh Bloch\n',non-directive
'@since\t  1.5\n\n',non-directive
'\n\nProvides classes and interfaces for obtaining reflective\ninformation about classes and objects.  Reflection allows\nprogrammatic access to information about the fields, methods\nand constructors of loaded classes, and the use of reflected fields,\nmethods, and constructors to operate on their underlying\ncounterparts, within security restrictions.\n<p>\n<code>AccessibleObject</code> allows supression of access checks if\nthe necessary <code>ReflectPermission</code> is available.\n<p>\n<code>Array</code> provides static methods to dynamically create and\naccess arrays.\n<p>\nClasses in this package, along with <code>java.lang.Class</code>\naccommodate applications such as debuggers, interpreters, object\ninspectors, class browsers, and services such as Object Serialization\nand JavaBeans that need access to either the public members of a\ntarget object (based on its runtime class) or the members declared by\na given class.\n\n<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n-->\n\n@since JDK1.1\n',directive
'\n\nProvides classes and interfaces for obtaining reflective\ninformation about classes and objects.  ',non-directive
'Reflection allows\nprogrammatic access to information about the fields, methods\nand constructors of loaded classes, and the use of reflected fields,\nmethods, and constructors to operate on their underlying\ncounterparts, within security restrictions.\n',directive
'<p>\n<code>AccessibleObject</code> allows supression of access checks if\nthe necessary <code>ReflectPermission</code> is available.\n',directive
'<p>\n<code>Array</code> provides static methods to dynamically create and\naccess arrays.\n',non-directive
'<p>\nClasses in this package, along with <code>java.lang.Class</code>\naccommodate applications such as debuggers, interpreters, object\ninspectors, class browsers, and services such as Object Serialization\nand JavaBeans that need access to either the public members of a\ntarget object (based on its runtime class) or the members declared by\na given class.\n\n',directive
'<!--\n<h2>Package Specification</h2>\n\n##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT #####\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a>\n</ul>\n\n',non-directive
'<h2>Related Documentation</h2>\n\nFor overviews, tutorials, examples, guides, and tool documentation, please see:\n<ul>\n  ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a>\n</ul>\n',non-directive
'-->\n\n',non-directive
'@since JDK1.1\n',non-directive
'\n\nProvides services that allow Java programming language agents to instrument programs running on the JVM. \nThe mechanism for instrumentation is modification of the byte-codes of methods.\n\n<h2>Package Specification</h2>\n\n<P> \nAn agent is deployed as a JAR file. An attribute in the JAR file manifest specifies the\nagent class which will be loaded to start the agent. For implementations that support a command-line \ninterface, an agent is started by specifying an option on the command-line.  \nImplementations may also support a mechanism to start agents some time after the VM has\nstarted. For example, an implementation may provide a mechanism that allows a tool to \n<i>attach</i> to a running application, and initiate the loading of the tool\'s agent into\nthe running application. The details as to how the load is initiated, is implementation\ndependent.\n\n<h3>Command-Line Interface</h3>\n\n<P> \nOn implementations with a command-line interface, an agent is started by\nadding this option to the command-line:\n<blockquote>\n<code><b>-javaagent:</b></code><i>jarpath[</i><code><b>=</b></code><i>options]</i>\n</blockquote>\n<i>jarpath</i> is the path to the agent JAR file.\n<i>options</i> is the agent options.\nThis switch may be used multiple times on the same command-line, \nthus creating multiple agents.\nMore than one agent may use the same <i>jarpath</i>.\nAn agent JAR file must conform to the JAR file specification.\n\n<P>\nThe manifest of the agent JAR file must contain the attribute <code>Premain-Class</code>. The\nvalue of this attribute is the name of the <i>agent class</i>. The agent class must implement a \npublic static <code>premain</code> method similar in principle to the <code>main</code> application \nentry point.  After the Java Virtual Machine (JVM) has initialized, each <code>premain</code> method \nwill be called in the order the agents were specified, then the real application\n<code>main</code> method will be called. \nEach <code>premain</code> method must return in order for the startup sequence to proceed.\n\n<P>\nThe <code>premain</code> method has one of two possible signatures. The JVM first attempts to\ninvoke the following method on the agent class:\n\n<blockquote>\n<code>public static void\npremain(String agentArgs, Instrumentation inst);\n</code>\n</blockquote>\n\n<P>\nIf the agent class does not implement this method then the JVM will attempt to invoke:\n\n<blockquote>\n<code>public static void\npremain(String agentArgs);\n</code>\n</blockquote>\n\n<P>\nThe agent class may also have an <code>agentmain</code> method for use when the agent is started \nafter VM startup. When the agent is started using a command-line option, the <code>agentmain</code>\nmethod is not invoked.\n\n\n<P>\nThe agent class will be loaded by the system class loader\n(see {@link java.lang.ClassLoader#getSystemClassLoader ClassLoader.getSystemClassLoader}). This is\nthe class loader which typically loads the class containing the application <code>main</code> method.\nThe <code>premain</code> methods will be run under the same security and classloader \nrules as the application <code>main</code> method.\nThere are no modeling restrictions on what the agent <code>premain</code> method may do.\nAnything application <code>main</code> can do, including creating threads, is legal from <code>premain</code>.\n\n<P>\nEach agent is passed its agent options via the <code>agentArgs</code> parameter.\nThe agent options are passed as a single string,\nany additional parsing should be performed by the agent itself.\n\n<P>\nIf the agent cannot be resolved \n(for example, because the agent class cannot be loaded,\nor because the agent class does not have an appropriate <code>premain</code> method), the JVM will abort.\nIf a <code>premain</code> method throws an uncaught exception, the JVM will abort.\n\n\n\n<h3>Starting Agents After VM Startup</h3>\n\n<p>\nAn implementation may provide a mechanism to start agents sometime after the\nthe VM has started. The details as to how this is initiated are implementation \nspecific but typically the application has already started and its <code>\nmain</code> method has already been invoked. In cases where an implementation\nsupports the starting of agents after the VM has started the following applies:\n\n<ol>\n  <li><p>The manifest of the agent JAR must contain the attribute <code>Agent-Class</code>. \n      The value of this attribute is the name of the <i>agent class</i>. </p></li> \n      \n  <li><p>The agent class must implement a public static <code>agentmain</code> method. </p></li>\n\n  <li><p>The system class loader (\n      {@link java.lang.ClassLoader#getSystemClassLoader ClassLoader.getSystemClassLoader}) must\n      support a mechanism to add an agent JAR file to the system class path. <p></li>\n</ol>  \n\n<P>\nThe agent JAR is appended to the system class path. This is the class loader that typically loads \nthe class containing the application <code>main</code> method. The agent class is loaded and the\nJVM attempts to invoke the <code>agentmain</code> method. The JVM first attempts to invoke \nthe following method on the agent class:\n\n<blockquote>\n<code>public static void\nagentmain(String agentArgs, Instrumentation inst);\n</code>\n</blockquote>\n\n<P>\nIf the agent class does not implement this method then the JVM will attempt to invoke:\n\n<blockquote>\n<code>public static void\nagentmain(String agentArgs);\n</code>\n</blockquote>\n\n<P>\nThe agent class may also have an <code>premain</code> method for use when the agent is started\nusing a command-line option. When the agent is started after VM startup the <code>premain</code>\nmethod is not invoked.\n\n\n<P>\nThe agent is passed its agent options via the <code>agentArgs</code> parameter.\nThe agent options are passed as a single string,\nany additional parsing should be performed by the agent itself. \n\n<P>\nThe <code>agentmain</code> method should do any necessary initialization \nrequired to start the agent. When startup is complete the method should \nreturn. If the agent cannot be started\n(for example, because the agent class cannot be loaded,\nor because the agent class does not have a conformant <code>agentmain</code> method), the JVM will\nnot abort. If the <code>agentmain</code> method throws an uncaught exception it will be ignored.\n\n\n\n<h3>Manifest Attributes</h3>\nThe following manifest attributes are defined for an agent JAR file:\n<blockquote>\n<dl>\n<dt><code>Premain-Class</code></dt>\n<dd>\n                        When an agent is specified at JVM launch time this attribute\n\t\t\tspecifies the agent class.\n\t\t\tThat is, the class containing the <code>premain</code> method.\n                        When an agent is specified at JVM launch time this attribute\n\t\t\tis required. If the attribute is not present the JVM will abort.\n                        Note: this is a class name, not a file name or path.\t\t\t\t\t\t\t\n</dd>\n\n<dt><code>Agent-Class</code></dt>\n<dd>\n                        If an implementation supports a mechanism to start agents \n                        sometime after the VM has started then this attribute specifies\n                        the agent class.\n                        That is, the class containing the <code>agentmain</code> method.\n                        This attribute is required, if it is not present the agent\n                        will not be started.\n                        Note: this is a class name, not a file name or path.\n</dd>\t\t\t\n\n<dt><code>Boot-Class-Path</code></dt>\n<dd>\n                        A list of paths to be searched by the bootstrap class\n                        loader. Paths represent directories or libraries\n                        (commonly referred to as JAR or zip libraries on\n                        many platforms). \t\t\t\n                        These paths are searched by the\n                        bootstrap class loader after the platform specific\n                        mechanisms of locating a class have failed.\n                        Paths are searched in the order listed.\n                        Paths in the list are separated by one or more spaces.\n                        A path takes the syntax of the path component of a\n                        hierarchical URI. The path is\n                        absolute if it begins with a slash character (\'/\'),\n                        otherwise it is relative. A relative path is resolved\n                        against the absolute path of the agent JAR file.\n                        Malformed and non-existent paths are ignored.\t\n\t\t\tWhen an agent is started sometime after the VM has\n\t\t\tstarted then paths that do not represent a JAR file\n\t\t\tare ignored.\n                        This attribute is optional.\n</dd>\n<dt><code>Can-Redefine-Classes</code></dt>\n<dd>\n                        Boolean (<code>true</code> or <code>false</code>, case irrelevant).\n                        Is the ability to redefine classes\n                        needed by this agent.\n                        Values other than <code>true</code> are considered <code>false</code>.\n                        This attribute is optional, the default is <code>false</code>.\n</dd>\n<dt><code>Can-Retransform-Classes</code></dt>\n<dd>\n                        Boolean (<code>true</code> or <code>false</code>, case irrelevant).\n                        Is the ability to retransform classes\n                        needed by this agent.\n                        Values other than <code>true</code> are considered <code>false</code>.\n                        This attribute is optional, the default is <code>false</code>.\n</dd>\n<dt><code>Can-Set-Native-Method-Prefix</code></dt>\n<dd>\n                        Boolean (<code>true</code> or <code>false</code>, case irrelevant).\n                        Is the ability to set native method prefix needed by this agent.\n                        Values other than <code>true</code> are considered <code>false</code>.\n                        This attribute is optional, the default is <code>false</code>.\n</dd>\n</dl>\n</blockquote>\n\n<p> \nAn agent JAR file may have both the <code>Premain-Class</code> and <code>Agent-Class</code>\nattributes present in the manifest. When the agent is started on the command-line using\nthe <code>-javaagent</code> option then the <code>Premain-Class</code> attribute\nspecifies the name of the agent class and the <code>Agent-Class</code> attribute is\nignored. Similarly, if the agent is started sometime after the VM has started, then\nthe <code>Agent-Class</code> attribute specifies the name of the agent class\n(the value of <code>Premain-Class</code> attribute is ignored).\n\n<h2>Related Documentation</h2>\n\nFor tool documentation, please see:\n<ul>\n  <li><a href=\"{@docRoot}/../technotes/tools/index.html\">JDK Tools and Utilities</a>\n</ul>\n\n@since JDK1.5\n@revised 1.6\n\n',directive
