@relation 'dataset_corrected_only_comments_and_manually_revised_subset_(only comments and class)'

@attribute text STRING
@attribute __directive_class__ {directive,non-directive}

@data
'  Provides a class and two interfaces for the RMI registry. A registry is a remote object that maps names to remote objects.  A server registers its remote objects with the registry so that they can be looked up.  When an object wants to invoke a method on a remote object, it must first lookup the remote object using its name.  The registry returns to the calling object a reference to the remote object, using which a remote method can be invoked.  <!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',directive
'  Provides a class and two interfaces for the RMI registry. ',non-directive
'A registry is a remote object that maps names to remote objects.  ',non-directive
'A server registers its remote objects with the registry so that they can be looked up.  ',non-directive
'When an object wants to invoke a method on a remote object, it must first lookup the remote object using its name.  ',directive
'The registry returns to the calling object a reference to the remote object, using which a remote method can be invoked.  ',directive
'<!-- <h2>Package Specification</h2>  ##### FILL IN ANY SPECS NEEDED BY JAVA COMPATIBILITY KIT ##### <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
'  Provides classes that are fundamental to the design of the Java programming language. The most important classes are <code>Object</code>, which is the root of the class hierarchy, and <code>Class</code>, instances of which represent classes at run time. <p> Frequently it is necessary to represent a value of primitive type as if it were an object. The wrapper classes <code>Boolean</code>, <code>Character</code>, <code>Integer</code>, <code>Long</code>, <code>Float</code>, and <code>Double</code> serve this purpose. An object of type <code>Double</code>, for example, contains a field whose type is double, representing that value in such a way that a reference to it can be stored in a variable of reference type. These classes also provide a number of methods for converting among primitive values, as well as supporting such standard methods as equals and _ClassElement_.  The <code>Void</code> class is a non-instantiable class that holds a reference to a <code>Class</code> object represening the primitive type void. <p> The class <code>Math</code> provides commonly used mathematical functions such as sine, cosine, and square root. The classes <code>String</code> and <code>_ClassElement_</code> similarly provide commonly used operations on character strings. <p> Classes <code>_ClassElement_</code>, <code>Process</code>, <code>Runtime</code>, <code>_ClassElement_</code>, and <code>System</code> provide \"system operations\" that manage the dynamic loading of classes, creation of external processes, host environment inquiries such as the time of day, and enforcement of security policies. <p> Class <code>Throwable</code> encompasses objects that may be thrown by the throw statement (&sect;_ClassPathElement_). Subclasses of <code>Throwable</code> represent errors and exceptions. <p> <h2>Package Specification</h2>   <a name=\"charenc\"></a> <h3>Character Encodings</h3>  The specification of the {@link _ClassPathElement_ _ClassPathElement_} class describes the naming conventions for character encodings as well as the set of standard encodings that must be supported by every implementation of the Java platform.   <!-- <ul>   <li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> -->  @since _ClassPathElement_ ',directive
'  Provides classes that are fundamental to the design of the Java programming language. ',non-directive
'The most important classes are <code>Object</code>, which is the root of the class hierarchy, and <code>Class</code>, instances of which represent classes at run time. ',non-directive
'<p> Frequently it is necessary to represent a value of primitive type as if it were an object. ',directive
'The wrapper classes <code>Boolean</code>, <code>Character</code>, <code>Integer</code>, <code>Long</code>, <code>Float</code>, and <code>Double</code> serve this purpose. ',non-directive
'An object of type <code>Double</code>, for example, contains a field whose type is double, representing that value in such a way that a reference to it can be stored in a variable of reference type. ',non-directive
'These classes also provide a number of methods for converting among primitive values, as well as supporting such standard methods as equals and _ClassElement_.  ',non-directive
'The <code>Void</code> class is a non-instantiable class that holds a reference to a <code>Class</code> object represening the primitive type void. ',non-directive
'<p> The class <code>Math</code> provides commonly used mathematical functions such as sine, cosine, and square root. ',non-directive
'The classes <code>String</code> and <code>_ClassElement_</code> similarly provide commonly used operations on character strings. ',non-directive
'<p> Classes <code>_ClassElement_</code>, <code>Process</code>, <code>Runtime</code>, <code>_ClassElement_</code>, and <code>System</code> provide \"system operations\" that manage the dynamic loading of classes, creation of external processes, host environment inquiries such as the time of day, and enforcement of security policies. ',non-directive
'<p> Class <code>Throwable</code> encompasses objects that may be thrown by the throw statement (&sect;_ClassPathElement_). ',directive
'Subclasses of <code>Throwable</code> represent errors and exceptions. ',directive
'<p> <h2>Package Specification</h2>   <a name=\"charenc\"></a> <h3>Character Encodings</h3>  The specification of the {',non-directive
'@link _ClassPathElement_ _ClassPathElement_} class describes the naming conventions for character encodings as well as the set of standard encodings that must be supported by every implementation of the Java platform.   ',directive
'<!-- <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO ANY FRAMEMAKER SPECIFICATION HERE #####</a> </ul>  ',non-directive
'<h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   ',non-directive
'<li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> ',non-directive
'-->  ',non-directive
'@since _ClassPathElement_ ',non-directive
'   Provides reference-object classes, which support a limited degree of interaction with the garbage collector.  A program may use a reference object to maintain a reference to some other object in such a way that the latter object may still be reclaimed by the collector.  A program may also arrange to be notified some time after the collector has determined that the reachability of a given object has changed.   <h2>Package Specification</h2>  A <em>reference object</em> encapsulates a reference to some other object so that the reference itself may be examined and manipulated like any other object.  Three types of reference objects are provided, each weaker than the last: <em>soft</em>, <em>weak</em>, and <em>phantom</em>.  Each type corresponds to a different level of reachability, as defined below.  Soft references are for implementing memory-sensitive caches, weak references are for implementing canonicalizing mappings that do not prevent their keys (or values) from being reclaimed, and phantom references are for scheduling pre-mortem cleanup actions in a more flexible way than is possible with the Java finalization mechanism.  <p> Each reference-object type is implemented by a subclass of the abstract base <code>{@link _ClassPathElement_}</code> class.  An instance of one of these subclasses encapsulates a single reference to a particular object, called the <em>referent</em>.  Every reference object provides methods for getting and clearing the reference.  Aside from the clearing operation reference objects are otherwise immutable, so no <code>set</code> operation is provided.  A program may further subclass these subclasses, adding whatever fields and methods are required for its purposes, or it may use these subclasses without change.   <h3>Notification</h3>  A program may request to be notified of changes in an object\'s reachability by <em>registering</em> an appropriate reference object with a <em>reference queue</em> at the time the reference object is created.  Some time after the garbage collector determines that the reachability of the referent has changed to the value corresponding to the type of the reference, it will add the reference to the associated queue.  At this point, the reference is considered to be <em>enqueued</em>.  The program may remove references from a queue either by polling or by blocking until a reference becomes available.  Reference queues are implemented by the <code>{@link _ClassPathElement_}</code> class.  <p> The relationship between a registered reference object and its queue is one-sided.  That is, a queue does not keep track of the references that are registered with it.  If a registered reference becomes unreachable itself, then it will never be enqueued.  It is the responsibility of the program using reference objects to ensure that the objects remain reachable for as long as the program is interested in their referents.  <p> While some programs will choose to dedicate a thread to removing reference objects from one or more queues and processing them, this is by no means necessary.  A tactic that often works well is to examine a reference queue in the course of performing some other fairly-frequent action.  For example, a hashtable that uses weak references to implement weak keys could poll its reference queue each time the table is accessed.  This is how the <code>{@link _ClassPathElement_}</code> class works.  Because the <code>{@link _ClassPathElement_#poll _ClassPathElement_}</code> method simply checks an internal data structure, this check will add little overhead to the hashtable access methods.   <h3>Automatically-cleared references</h3>  Soft and weak references are automatically cleared by the collector before being added to the queues with which they are registered, if any.  Therefore soft and weak references need not be registered with a queue in order to be useful, while phantom references do.  An object that is reachable via phantom references will remain so until all such references are cleared or themselves become unreachable.   <a name=\"reachability\"></a> <h3>Reachability</h3>  Going from strongest to weakest, the different levels of reachability reflect the life cycle of an object.  They are operationally defined as follows:  <ul>  <li> An object is <em>strongly reachable</em> if it can be reached by some thread without traversing any reference objects.  A newly-created object is strongly reachable by the thread that created it.  <li> An object is <em>softly reachable</em> if it is not strongly reachable but can be reached by traversing a soft reference.  <li> An object is <em>weakly reachable</em> if it is neither strongly nor softly reachable but can be reached by traversing a weak reference.  When the weak references to a weakly-reachable object are cleared, the object becomes eligible for finalization.  <li> An object is <em>phantom reachable</em> if it is neither strongly, softly, nor weakly reachable, it has been finalized, and some phantom reference refers to it.  <li> Finally, an object is <em>unreachable</em>, and therefore eligible for reclamation, when it is not reachable in any of the above ways.  </ul>   @version  _ClassPathElement_, _OSPathElement_10 @author   Mark Reinhold @since   _ClassPathElement_  <!-- <h2>Related Documentation</h2>  For overviews, tutorials, examples, guides, and tool documentation, please see: <ul>   <li><a href=\"\">##### REFER TO NON-SPEC DOCUMENTATION HERE #####</a> </ul> --> ',directive
